"W1","A1","W2","A2","W3","A3","W4","A4","W5","A5","W6","A6","W7","A7","W8","A8","W9","A9","W10","A10","W11","A11","W12","A12","W13","A13","W14","A14","W15","A15","W16","A16","W17","A17","W18","A18","W19","A19","W20","A20","W21","A21","W22","A22","W23","A23","W24","A24","W25","A25","W26","A26","W27","A27","W28","A28","W29","A29","W30","A30","W31","A31","W32","A32","W33","A33","W34","A34","W35","A35","W36","A36","W37","A37","W38","A38","W39","A39","W40","A40","W41","A41","W42","A42","W43","A43","W44","A44","W45","A45","W46","A46","W47","A47","W48","A48","W49","A49","W50","A50","W51","A51","W52","A52","W53","A53","W54","A54","Top1","Top5","id","elapsed_seconds","points"
0.310032655484974,0.458965134806931,0.701095027849078,0.685618325136602,0.547001880593598,0.242941156029701,0.780205152928829,0.495219301432371,0.891551855951548,0.806081190705299,0.258515699766576,0.270176710560918,0.226552411913872,0.546117721125484,0.116666257381439,0.00495178066194057,0.913970046676695,0.724253445863724,0.162622422911227,0.437552377581596,0.312538371421397,0.846329657360911,0.870713357813656,0.189358580857515,0.406405702233315,0.121362556703389,0.982059082947671,0.360459550283849,0.475984535180032,0.430174559354782,0.956717946566641,0.909211300313473,0.563287224620581,0.341755636036396,0.339702736586332,0.397192185744643,0.391766314394772,0.304838238283992,0.294666660949588,0.346319265663624,0.110019012354314,0.537227196618915,0.575819944031537,0.472194502130151,0.882714932784438,0.352425624616444,0.278163907118142,0.468277216888964,0.669327342882752,0.393074633553624,0.303381516598165,0.609750309959054,0.474478616379201,0.495849798433483,0.223993228748441,0.17299840785563,0.305106629617512,0.202374645508826,0.464907851070166,0.730331875383854,0.500216235406697,0.9842080604285,0.921630902215838,0.437939048744738,0.310918576084077,0.0721672810614109,0.643092007376254,0.765741015784442,0.925566890276968,0.942789500579238,0.375877525657415,0.580081715248525,0.624117921106517,0.936492897570133,0.963273864239454,0.216835334897041,0.221784580498934,0.21012943610549,0.305782362818718,0.739376013167202,0.963281670585275,0.423637111671269,0.757210006937385,0.232343350537121,0.576134878210723,0.6092584496364,0.413658380508423,0.205940174870193,0.299033585004508,0.282553035765886,0.678813398815691,0.280471435748041,0.726840477436781,0.756386432796717,0.666973851621151,0.896302424371243,0.222674028016627,0.482390399090946,0.444319657050073,0.0246863467618823,0.12696769926697,0.469609407708049,0.0433340491726995,0.160338695161045,0.183105570264161,0.493164661340415,0.705817206762731,0.327457661740482,75.07,92.91,1,609,216
0.534336584620178,0.619049874134362,0.766104728914797,0.68447873275727,0.132957857102156,0.496131072752178,0.882316323928535,0.843156934715807,0.298741305246949,0.588332408107817,0.579940625466406,0.96614608541131,0.147476862184703,0.24436888564378,0.531260172836483,0.157455515116453,0.0729646468535066,0.667465389706194,0.0429404024034739,0.220024383626878,0.349324154667556,0.372810464352369,0.622264073230326,0.652450137771666,0.728296859189868,0.979964558035135,0.360653980635107,0.889971556141973,0.122851362451911,0.698986948467791,0.573618547990918,0.672635686583817,0.839422990567982,0.830881566740572,0.801900800317526,0.630526690743864,0.605996426194906,0.494689260609448,0.868906394578516,0.312000261619687,0.44773034658283,0.297579158097506,0.644158997572958,0.773170993663371,0.806918693706393,0.447925445623696,0.756591273471713,0.722803261131048,0.855279164388776,0.294628578238189,0.385037719272077,0.0395199721679091,0.666403300128877,0.674065153114498,0.460707142949104,0.753133368678391,0.789311533793807,0.508252812549472,0.587837910279632,0.520963702350855,0.341779549606144,0.844118435867131,0.418337966315448,0.718171266838908,0.204791184514761,0.78453023545444,0.663366697728634,0.409459469839931,0.259749267250299,0.590622671879828,8.0564059317112e-05,0.467319574207067,0.844232555478811,0.783859169110656,0.418872809968889,0.452513700351119,0.353706461377442,0.823739351704717,0.604530257172883,0.747273104265332,0.683852984569967,0.986242930404842,0.156414617784321,0.130753439851105,0.603532475419343,0.629252065904438,0.28825119137764,0.590230663307011,0.691465437412262,0.833244967274368,0.33500905521214,0.2101632039994,0.247237170115113,0.118997379206121,0.730971984565258,0.322601575404406,0.173793230205774,0.0364644108340144,0.514272285625339,0.670466148294508,0.28830408025533,0.105605927295983,0.257438876666129,0.646468775346875,0.63045004568994,0.0106990737840533,0.601230124942958,0.504802001640201,73.46,91.73,2,615,216
0.863195392303169,0.445108945481479,0.616441989317536,0.896674016490579,0.577285298146307,0.018276821821928,0.761281085200608,0.238957560621202,0.619741125032306,0.461990613490343,0.0332989366725087,0.347340853884816,0.252115691080689,0.943754525855184,0.355206793174148,0.181030241772532,0.802326005883515,0.566475420258939,0.850662303157151,0.325478025712073,0.933505292981863,0.191659804433584,0.805779318325222,0.202366075478494,0.936877081170678,0.403495623730123,0.446186900138855,0.538237451575696,0.43061984423548,0.410446758382022,0.795164013281465,0.574889983981848,0.606299492530525,0.949824257753789,0.85426686797291,0.0606568772345781,0.748713127337396,0.584749601781368,0.0842821290716529,0.987636898644269,0.89273891877383,0.666635986417532,0.386030476540327,0.545396366156638,0.715433315373957,0.425556732341647,0.0074893468990922,0.768457568250597,0.661590106785297,0.106838564388454,0.545705243013799,0.950224814005196,0.880597883835435,0.419363572262228,0.893182875588536,0.57459871750325,0.389265108853579,0.300166570581496,0.408547300845385,0.430774507112801,0.0428799418732524,0.367588693276048,0.45476205740124,0.669681389816105,0.663377448916435,0.570817619562149,0.238950812257826,0.944867947138846,0.0339719261974096,0.765769826248288,0.351692290045321,0.86634951736778,0.691200228407979,0.5937106506899,0.490541826933622,0.858933298848569,0.467874834313989,0.203091016039252,0.55955546349287,0.971004413440824,0.69059244170785,0.848090540617704,0.559529890306294,0.0114617282524705,0.0563882561400533,0.0138137498870492,0.627306278795004,0.893227513879538,0.848283773288131,0.857433625496924,0.326995263807476,0.322194795124233,0.407278302125633,0.107783931307495,0.248254635371268,0.171903183683753,0.197800572961569,0.699085402302444,0.807617541402578,0.917939059436321,0.0448551466688514,0.332763815298676,0.364504459314048,0.773053292185068,0.285763841122389,0.106388874351978,0.439720273949206,0.856498672626913,73.35,91.96,3,639,216
0.659416229464114,0.59942149091512,0.709971285425127,0.342956650070846,0.41322851087898,0.961404523812234,0.0464808847755194,0.83834477327764,0.202554266899824,0.247257249429822,0.757157120853662,0.229947766289115,0.667331895790994,0.233870371244848,0.00437034387141466,0.959556628018618,0.177172369323671,0.573655641637743,0.609208535403013,0.0020855413749814,0.942689683288336,0.808418282307684,0.346988177858293,0.441367543302476,0.879454148933291,0.222724937833846,0.671269142068923,0.321502399630845,0.374282727017999,0.283285968005657,0.907008677721024,0.507539484649897,0.270185573026538,0.0263869240880013,0.598672764375806,0.266474328935146,0.0601902902126312,0.36150733474642,0.76874531339854,0.839739239774644,0.807908643037081,0.0239139748737216,0.198319666087627,0.209106422960758,0.183990142308176,0.396605741232634,0.979127209633589,0.150365196168423,0.489025832153857,0.422559564001858,0.454861153848469,0.15534224640578,0.688191839493811,0.604719641618431,0.267034119926393,0.809128339402378,0.91807059943676,0.814075942151248,0.0897455206140876,0.485101300291717,0.209556597284973,0.644350420683622,0.737763102166355,0.280968167819083,0.476157480850816,0.687542696483433,0.921842815354466,0.448387194424868,0.998482546769083,0.725533734075725,0.0936654042452574,0.468563111498952,0.0455195000395179,0.516066839918494,0.502314263023436,0.62761455681175,0.0517537565901875,0.630770995281637,0.788183520548046,0.317313483916223,0.258428467437625,0.733400204218924,0.305440276861191,0.26523416955024,0.586275589652359,0.785837712697685,0.641666693612933,0.530400432646275,0.249024628661573,0.958954716101289,0.446005566045642,0.22268917132169,0.26227100007236,0.792051294818521,0.358309819363058,0.684545529074967,0.256737783551216,0.00948368106037378,0.602038852870464,0.346879870630801,0.762839491479099,0.316798012703657,0.260419038124382,0.278015442192554,0.730454699136317,0.354110951535404,0.457002063281834,0.812187454663217,76.9,93.69,4,615,216
0.794441527687013,0.381304556503892,0.487465667538345,0.137134986929595,0.344582080841064,0.722361644729972,0.763399206101894,0.281377513892949,0.396431333385408,0.111653693020344,0.253791399300098,0.572828442789614,0.614903218112886,0.865299389697611,0.435490606352687,0.400154039263725,0.21769483294338,0.677940921857953,0.124356570653617,0.110118205659091,0.100147107616067,0.317382319830358,0.995555318892002,0.955318685621023,0.577288868837059,0.74317179620266,0.659470018930733,0.631823503412306,0.732425098307431,0.511231450363994,0.444817601703107,0.442360216751695,0.166917643509805,0.817268885672092,0.747126517817378,0.374336831271648,0.599366210401058,0.676052410155535,0.203523652628064,0.96827529836446,0.934208198450506,0.538011201657355,0.194778763689101,0.532302844338119,0.942202284932137,0.47491748444736,0.341181635856628,0.418455151841044,0.784809499047697,0.622281546704471,0.274993564002216,0.710002151317894,0.717419484630227,0.220907653681934,0.213884570635855,0.559329719282687,0.72714773286134,0.0956837628036737,0.156215715222061,0.499851048924029,0.655763769522309,0.383926975540817,0.0568122575059533,0.885699010454118,0.0664331885054708,0.63931424356997,0.862406968139112,0.831633086316288,0.786010400392115,0.103228860534728,0.500442425720394,0.880771429277956,0.428341838531196,0.44394251704216,0.255162382498384,0.954985087737441,0.744422763586044,0.755351520143449,0.148218473419547,0.604154943488538,0.369771862402558,0.140953623689711,0.88056331127882,0.866543855518103,0.321461644954979,0.135406857356429,0.427951324731112,0.863854128867388,0.348539785481989,0.628445665352046,0.240933100692928,0.970473347231746,0.479983654804528,0.305614485405385,0.00718078669160604,0.147809638641775,0.452088328078389,0.925085922703147,0.655149573460221,0.851677449420094,0.13975627720356,0.41099416743964,0.146472935564816,0.231282017193735,0.615288211032748,0.808822210878134,0.45847824960947,0.274213749915361,73.99,92.78,5,628,216
0.889962854795158,0.301658658310771,0.700715887360275,0.720622663386166,0.638784061186016,0.857772078365088,0.392235863022506,0.470435671508312,0.935174303129315,0.257523167878389,0.55135518591851,0.609612208791077,0.839614343829453,0.186590726487339,0.770602907985449,0.326406963169575,0.0536269713193178,0.28356409445405,0.417203438468277,0.866390227340162,0.725271347910166,0.982582332566381,0.965775756165385,0.797869795933366,0.518719088286161,0.0773611590266228,0.64358408562839,0.392120737582445,0.528536722064018,0.980503977276385,0.771311038173735,0.485749603249133,0.0586044332012534,0.950382350943983,0.323245723731816,0.953339463099837,0.331618374213576,0.984035075642169,0.638292582705617,0.291190745308995,0.498964172787964,0.178905695676804,0.137647537514567,0.224717488512397,0.719072936102748,0.621924676001072,0.692431072704494,0.359016780741513,0.893498105928302,0.58557911682874,0.621360485441983,0.398811802268028,0.66972520109266,0.09111696947366,0.80077885184437,0.851542085409164,0.540945299901068,0.734439163468778,0.440606094896793,0.887708364985883,0.0164158679544926,0.13013215828687,0.769499072805047,0.690107609145343,0.848041304387152,0.453488090075552,0.813649080693722,0.112646187655628,0.397921622730792,0.628855144605041,0.631155961193144,0.759816666133702,0.0394633952528238,0.518352006562054,0.617014172486961,0.61263937689364,0.22031657397747,0.288122632540762,0.384714674204588,0.837936955504119,0.754127587191761,0.156481203623116,0.937920328229666,0.169601058587432,0.755040471442044,0.649761330336332,0.397218886762857,0.613688290119171,0.736495436169207,0.659441539086401,0.867511343210936,0.601361036300659,0.70560813229531,0.601276632398367,0.93494812771678,0.534092887304723,0.092124218121171,0.675726720131934,0.962664573453367,0.0947959721088409,0.726192915812135,0.0547705302014947,0.547951395623386,0.833526080474257,0.706652036868036,0.586209417320788,0.800182128325105,0.281469827517867,74.82,92.55,5,628,216
0.557468214072287,0.889871839433908,0.566431771963835,0.413467301987112,0.562130340375006,0.645392941311002,0.633760900236666,0.262757224962115,0.402437891811132,0.603147084824741,0.0986251281574368,0.846973604522645,0.300425225868821,0.354787555523217,0.96606673579663,0.47731611225754,0.79356431402266,0.249397059902549,0.578400072641671,0.556193741969764,0.814755144529045,0.101396135985851,0.196805035695434,0.185439514927566,0.700791032984853,0.852805010043085,0.517304172739387,0.919877752661705,0.256971994414926,0.723091182298958,0.404511179775,0.303369804285467,0.900866405107081,0.870810532011092,0.424664988182485,0.803638935089111,0.978873295709491,0.937307087704539,0.932695740833879,0.609238802455366,0.956215851008892,0.164942640811205,0.996331139467657,0.942879267036915,0.648114736191928,0.890095555223525,0.788312768563628,0.662760046310723,0.773860826157033,0.667158843949437,0.714814906008542,0.664478367194533,0.376214620657265,0.922222130000591,0.852445785887539,0.787100494839251,0.985271439887583,0.281182000413537,0.330678540281951,0.0780026968568563,0.857402644120157,0.0294311391189694,0.361978413537145,0.0956302843987942,0.458237859420478,0.700967276468873,0.976591126061976,0.080875663086772,0.201399740763009,0.59368746727705,0.318093836307526,0.0160779282450676,0.21437706053257,0.478658378124237,0.602057271637022,0.693130172789097,0.182554058730602,0.900782773271203,0.56796467769891,0.326955948956311,0.850585717707872,0.960230385884643,0.78864067979157,0.725331419147551,0.605980323627591,0.236212375573814,0.785397053696215,0.786450077779591,0.2282036812976,0.358882525004447,0.135359935462475,0.679438799619675,0.218792282044888,0.403736431151628,0.704973221756518,0.589179609902203,0.0812850231304765,0.489282774738967,0.238161886110902,0.94901545997709,0.384859300218523,0.0765115870162845,0.211554265581071,0.269662568345666,0.226043743081391,0.805905614048243,0.714825958013535,0.665713680908084,73.95,92.37,6,601,216
0.863518802449107,0.0878530638292432,0.968613246455789,0.183029508218169,0.922575197182596,0.324542078189552,0.379726362414658,0.683572570793331,0.718195902183652,0.559909338131547,0.372032037936151,0.656980377621949,0.286584186367691,0.680131870321929,0.611951223574579,0.574763112701476,0.19767374265939,0.786909057758749,0.716717635281384,0.794111516326666,0.036416738294065,0.0163995465263724,0.663786144927144,0.458201968111098,0.0870411293581128,0.0941676246002316,0.420381668023765,0.0460976185277104,0.15345785394311,0.998237052932382,0.199845341034234,0.561834304593503,0.348152191378176,0.877319836989045,0.203259084373713,0.145038814283907,0.853734185919166,0.670759363099933,0.464109635911882,0.0945538803935051,0.214847352355719,0.395146887749434,0.0283112060278654,0.207668423652649,0.190223415382206,0.42792675178498,0.406286837533116,0.348341663368046,0.835336431860924,0.4473000690341,0.319465772248805,0.270759337581694,0.0327807832509279,0.178623652085662,0.434763725847006,0.824266233481467,0.647082233801484,0.473762903362513,0.503323020413518,0.757890768349171,0.0785095915198326,0.361316774040461,0.220810334198177,0.877559988759458,0.787588184699416,0.855136259458959,0.799569001421332,0.390660862438381,0.516258334740996,0.778909794986248,0.679820412769914,0.463456833735108,0.662524444982409,0.547456213273108,0.29560224339366,0.0978491986170411,0.277842910028994,0.555358501151204,0.423067428171635,0.574729410000145,0.988204841502011,0.365001225844026,0.497406342066824,0.6370899816975,0.643814985640347,0.0838040513917804,0.468910744413733,0.833236070349813,0.275708819739521,0.544552847743034,0.693321427330375,0.172343229874969,0.142884164117277,0.5989855453372,0.0360999507829547,0.995759614743292,0.279347134754062,0.429345414973795,0.217732182703912,0.413405491039157,0.264248660765588,0.0653291745111346,0.137583889067173,0.82976031396538,0.157485974021256,0.661531074903905,0.336322231218219,0.846204468980432,73.78,92.46,7,607,216
0.644695817492902,0.0707713142037392,0.556617013178766,0.348907328210771,0.42484260071069,0.917741851881146,0.886140525341034,0.0444130217656493,0.792254077270627,0.100319056771696,0.472483737394214,0.0137410517781973,0.807821494527161,0.235560557805002,0.585318129509687,0.096045721322298,0.810711488127708,0.227697161957622,0.468272953294218,0.503103160299361,0.66412322036922,0.321842925623059,0.807089668698609,0.30532896425575,0.835036039352417,0.700194087810814,0.67660356592387,0.632141307927668,0.264674459584057,0.112833739258349,0.107627304270864,0.887055952101946,0.191959963180125,0.658668160438538,0.136273474432528,0.268971223384142,0.154803945682943,0.954635560512543,0.350369822233915,0.960668812505901,0.599833386018872,0.456876120530069,0.774031049571931,0.619601142592728,0.0313543761149049,0.0799316689372063,0.312330173328519,0.213816952891648,0.662406745366752,0.821829858236015,0.873177828267217,0.302574505098164,0.18188591953367,0.913805481046438,0.973459516651928,0.379071838222444,0.00777006521821022,0.999025254510343,0.346475766040385,0.360359705984592,0.428245048969984,0.292513170279562,0.120086188428104,0.198822325095534,0.376081798225641,0.261455993168056,0.907349849119782,0.0916066458448768,0.733736279420555,0.0248366221785545,0.962560134939849,0.278682596050203,0.471848546527326,0.609588509425521,0.00437523238360882,0.402254137210548,0.497843330726027,0.0329556250944734,0.185227593407035,0.483430457301438,0.554095259867609,0.360150788910687,0.48754717130214,0.163913075812161,0.956328046508133,0.85546497348696,0.575847561471164,0.894066764041781,0.259294933639467,0.950418238528073,0.0125062046572566,0.205358749255538,0.550047813914716,0.262236833572388,0.0072026876732707,0.415407055057585,0.21168646030128,0.733743638731539,0.0451295459643006,0.418108809739351,0.594305858947337,0.687203326262534,0.490421209484339,0.332188646309078,0.672687613405287,0.864058897830546,0.437154579907656,0.675528317689896,74.02,92.63,8,606,216
0.585554797202349,0.692520343698561,0.976043967530131,0.0187782822176814,0.173159864731133,0.206646606326103,0.472926652058959,0.607340549118817,0.354771534912288,0.607397438958287,0.0245431531220675,0.0723722642287612,0.976876859553158,0.21215517167002,0.470312267541885,0.121907878667116,0.27922089677304,0.204992563463748,0.220523258671165,0.0334742618724704,0.876602352596819,0.0733385281637311,0.636520492844284,0.614365588873625,0.513169482350349,0.52010191604495,0.0526637975126505,0.373449310660362,0.500189805403352,0.789584916085005,0.194301369599998,0.527837961912155,0.597385620698333,0.101254667155445,0.899861725047231,0.477369745261967,0.424056023359299,0.232958720065653,0.426700274460018,0.822435052134097,0.0961619140580297,0.564989687874913,0.521139654330909,0.220220666378736,0.841565793380141,0.580862397328019,0.15559106040746,0.960337834432721,0.133584973402321,0.527480402030051,0.244735781103373,0.535128049552441,0.735499814152718,0.142111768946052,0.427357996813953,0.700844179838896,0.0726346131414175,0.800921018235385,0.395407302305102,0.0966218626126647,0.680968412198126,0.848619446158409,0.414261389523745,0.836185509338975,0.460529001429677,0.829172951169312,0.737356052733958,0.332943001762033,0.865004473365843,0.711254761554301,0.0351957101374865,0.581024786457419,0.194597107358277,0.727338007651269,0.0766023555770516,0.0456673949956894,0.254275024868548,0.831584194675088,0.0127906771376729,0.695600332692266,0.299321668222547,0.589538724161685,0.708909483626485,0.461832548491657,0.427696946077049,0.904202370904386,0.475665539503098,0.881109110079706,0.643892317079008,0.911525662988424,0.590388719923794,0.134955283254385,0.149065814912319,0.21594861894846,0.113778852857649,0.0800773380324244,0.114367956295609,0.525399035774171,0.301671207882464,0.557354593649507,0.768769633956254,0.211631680838764,0.0992004508152604,0.998681743629277,0.173505384474993,0.919303802773356,0.405951698310673,0.93598320055753,74.82,92.74,9,609,216
0.504917827434838,0.1730015296489,0.647823581472039,0.339214379899204,0.721669485792518,0.448855329304934,0.241405489854515,0.0727138537913561,0.883726301603019,0.0723185306414962,0.137529941275716,0.675730818882585,0.896103531122208,0.66976681817323,0.0953446393832564,0.82334400434047,0.47752976603806,0.746421440504491,0.695234110578895,0.0849835639819503,0.923750773072243,0.954191837459803,0.0607739379629493,0.980410397052765,0.276880761608481,0.142083968967199,0.0939920311793685,0.088776983320713,0.373148128390312,0.451984510757029,0.522813332267106,0.99572581704706,0.936398982070386,0.616293753497303,0.508636442013085,0.591102585196495,0.897278581745923,0.828382077626884,0.259696695022285,0.478874285705388,0.464449756778777,0.889514466747642,0.109287940897048,0.770596050657332,0.34021482989192,0.604167405515909,0.187662595883012,0.830664119683206,0.486162623390555,0.137397341430187,0.727769532240927,0.116311236284673,0.263803812675178,0.222380475141108,0.715434624813497,0.0071032028645277,0.430797218345106,0.94349847920239,0.394468670710921,0.164010998792946,0.439247071743011,0.574015489779413,0.734259243123233,0.224319726228714,0.288945446722209,0.875835412181914,0.817744893953204,0.938986136578023,0.56115325819701,0.962435607798398,0.337537493556738,0.473056962713599,0.0792376324534416,0.302772646769881,0.45024389307946,0.138746937736869,0.948583897203207,0.938681511208415,0.551563858054578,0.0224191667512059,0.952447270043194,0.629967568442225,0.279776795767248,0.803371967747808,0.571609660051763,0.148033693432808,0.380766308866441,0.0663183135911822,0.201340153813362,0.669692258350551,0.481230677105486,0.383753284811974,0.36539217364043,0.738337610848248,0.261520823463798,0.408906947821379,0.376382729038596,0.257054338231683,0.0116976648569107,0.227827398106456,0.612706367857754,0.903611179441214,0.268868995830417,0.308619326911867,0.172853686846793,0.598195668309927,0.882189295254648,0.644693088717759,73.58,91.95,10,609,216
